Año,Clave del incendio,latitud_grados,latitud_minutos,latitud_segundos,Latitud,longitud_grados,longitud_minutos,longitud_segundos,Longitud,Clave Municipio,Estado,Municipio,CVE_ENT,CVE_MUN,CVEGEO,Región,Predio,Causa,Causa especifica,Fecha Inicio,Fecha Termino,Duración días,Tipo de incendio,Tipo Vegetación,Régimen de fuego,Tipo impacto,Arbolado Adulto,Renuevo,Arbustivo,Herbáceo,Hojarasca,Total hectáreas,Tamaño,Detección,Llegada,Duración
2021,21-22-0050,20,39,51.62,20.664339,100,23,10.7,-100.3863056,14,Querétaro,Querétaro,22,14,22014,Centro,Ejido San José el Alto,Actividades ilícitas,Vandalismo,44344,44344,1 Día,Superficial,Matorral Crasicaule,Otros,Impacto Mínimo,0,0,0.5,0.643,0,1.143,0 a 5 Hectáreas,0.020833333,0.020833333,0.0625
2021,21-22-0051,20,48,13,20.803611,99,32,45.9,-99.54608333,4,Querétaro,Cadereyta de Montes,22,4,22004,Centro,Bienes Comunales Maconí,Actividades Agrícolas,Quema para preparación de siembra,44359,44359,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,1.18,1,1,3.18,0 a 5 Hectáreas,0.0625,0.125,0.402777778
2021,21-23-0001,20,57,22.07,20.956131,87,17,18.71,-87.28853056,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Km 266/Santa María,Fumadores,Ninguna / No aplica,44285,44286,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0.9,0,0,0.9,0 a 5 Hectáreas,0.020833333,0.0625,1.1875
2021,21-23-0003,20,51,16.95,20.854708,87,7,38.28,-87.1273,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Central Vallarta / Ruta de los cenotes,Quema de basureros,Basurero irregular,44291,44291,1 Día,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0.251,0,0,0.251,0 a 5 Hectáreas,0.041666667,0.083333333,0.375
2021,21-23-0004,20,58,29.24,20.974789,87,14,41.82,-87.24495,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Zona  Sacacosecha / Antiguo papayal,Desconocidas,Ninguna / No aplica,44292,44292,1 Día,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0.321,0,0,0.321,0 a 5 Hectáreas,0.020833333,0.048611111,0.416666667
2021,21-23-0005,18,54,35.96,18.909989,87,38,3.37,-87.63426944,4,Quintana Roo,Othón P. Blanco,23,4,23004,Sureste,Km 22 / La Costa,Fumadores,Ninguna / No aplica,44289,44294,4 a 7 Días,Superficial,Vegetación de Dunas Costeras,Otros,Impacto Mínimo,0,0,85.906,0,0,85.906,51 a 100 Hectáreas,0.317361111,0.034722222,5.671527778
2021,21-23-0006,20,57,7.85,20.952181,87,17,10.97,-87.28638056,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Km 255/ Autopista Cancún - Mérida,Fumadores,Ninguna / No aplica,44299,44300,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,2.005,0,0,2.005,0 a 5 Hectáreas,0.135416667,0.010416667,1.416666667
2021,21-23-0007,20,55,45.23,20.929231,87,21,55.37,-87.36538056,7,Quintana Roo,Lázaro Cárdenas,23,7,23007,Sureste,Cristóbal Colón / Rancho San Isidro,Desconocidas,Ninguna / No aplica,44300,44301,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,5.059,0,0,5.059,6 a 10 Hectáreas,0.083333333,0.427083333,1
2021,21-23-0008,20,46,9.01,20.769169,87,5,8.99,-87.08583056,8,Quintana Roo,Solidaridad,23,8,23008,Sureste,Camino antiguo / El Faisán,Fogatas,Otras,44301,44303,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,1.024,0,0,1.024,0 a 5 Hectáreas,0.020833333,0.472222222,1.979166667
2021,21-23-0009,20,46,24.49,20.773469,87,4,53.18,-87.08143889,8,Quintana Roo,Solidaridad,23,8,23008,Sureste,El Edén / El Faisán,Fumadores,Ninguna / No aplica,44304,44305,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0.72,0,0,0.72,0 a 5 Hectáreas,0.083333333,0.041666667,1.5
2021,21-23-0010,20,54,48.06,20.91335,87,24,34.7,-87.40963889,7,Quintana Roo,Lázaro Cárdenas,23,7,23007,Sureste,Km 252 / El Tepeyac,Actividades Agrícolas,Quema para preparación de siembra,44301,44308,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,17.766,0,0,17.766,11 a 20 Hectáreas,0.916666667,1.104166667,7.125
2021,21-23-0011,21,3,50.18,21.063939,86,56,27.31,-86.94091944,5,Quintana Roo,Benito Juárez,23,5,23005,Sureste,Ejido Alfredo V. Bonfil / Km 295,Quema de basureros,Basurero irregular,44301,44309,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,160.065,0,0,160.065,Mayor a 100 Hectáreas,0.125,1.739583333,8.25
2021,21-23-0012,20,56,13.06,20.936961,87,9,16.25,-87.15451389,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Ruta de los cenotes / Rancho San Eduardo,Desconocidas,Ninguna / No aplica,44314,44317,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,1.67,0,0,1.67,0 a 5 Hectáreas,0.979166667,0.076388889,3.208333333
2021,21-23-0013,18,45,10.33,18.752869,87,42,13.21,-87.70366944,4,Quintana Roo,Othón P. Blanco,23,4,23004,Sureste,Los Pascuales / Rancho San Jerónimo,Quema de basureros,Basurero irregular,44310,44317,Mayor de 7 Días,Superficial,Selva Baja Espinosa Subperennifolia,Sensible,Impacto Mínimo,0,0,27.133,0,0,27.133,21 a 50 Hectáreas,0.041666667,0.600694444,7.125
2021,21-23-0014,21,2,3.77,21.034381,86,53,25.26,-86.89035,5,Quintana Roo,Benito Juárez,23,5,23005,Sureste,Alfredo v. Bonfíl / Al sur del Aeropuerto Internacional de Cancún,Quema de basureros,Basurero irregular,44312,44317,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,4.029,0,0,4.029,0 a 5 Hectáreas,1.958333333,0.840277778,5.125
2021,21-23-0015,20,56,49.96,20.947211,87,8,31.74,-87.14215,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Ruta de los cenotes / Leona Vicario,Quema de basureros,Basurero irregular,44316,44319,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,2.22,0,0,2.22,0 a 5 Hectáreas,0.0625,1.840277778,3.229166667
2021,21-23-0016,18,30,15.41,18.504281,87,47,6.07,-87.78501944,4,Quintana Roo,Othón P. Blanco,23,4,23004,Sureste,Km 30 / El Entronque,Quema de basureros,Basurero irregular,44314,44320,4 a 7 Días,Superficial,Selva Baja Subperennifolia,Sensible,Impacto Mínimo,0,0,3.828,0,0,3.828,0 a 5 Hectáreas,0.180555556,0.694444444,6.375
2021,21-23-0017,20,46,10.74,20.76965,87,4,50.48,-87.08068889,8,Quintana Roo,Solidaridad,23,8,23008,Sureste,Faisán / Los Faisanes,Quema de basureros,Basurero irregular,44311,44321,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,66.786,0,0,66.786,51 a 100 Hectáreas,0.020833333,1.4375,9.958333333
2021,21-23-0018,20,11,38.94,20.19415,87,26,33.94,-87.44276111,9,Quintana Roo,Tulum,23,9,23009,Sureste,Km 80/ Aldea Tulum,Desconocidas,Ninguna / No aplica,44317,44326,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,6.681,0,0,6.681,6 a 10 Hectáreas,1.125,0.0625,8.9375
2021,21-23-0019,20,13,2.06,20.217239,87,30,34.13,-87.50948056,9,Quintana Roo,Tulum,23,9,23009,Sureste,Ejido Tulum/Colonia Cristal,Quema de basureros,Basurero irregular,44322,44327,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,4.325,0,0,4.325,0 a 5 Hectáreas,0.25,0.541666667,5.354166667
2021,21-23-0020,21,0,31.36,21.008711,87,4,54.9,-87.08191667,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Zona de Pozos/Leona Vicario,Desconocidas,Ninguna / No aplica,44316,44327,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,182.949,0,0,182.949,Mayor a 100 Hectáreas,0.166666667,1.645833333,11.33333333
2021,21-23-0021,21,15,42.12,21.2617,87,4,55.38,-87.08205,3,Quintana Roo,Isla Mujeres,23,3,23003,Sureste,Rancho San Benito/Zona Agricola Rumbo a Francisco May,Actividades Agrícolas,Quema para preparación de siembra,44318,44327,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,258.027,0,0,258.027,Mayor a 100 Hectáreas,2.958333333,1.083333333,9.333333333
2021,21-23-0022,21,3,38.56,21.060711,87,5,5.1,-87.08475,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Zona Agropecuaria/El Mangas,Desconocidas,Ninguna / No aplica,44318,44327,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,84.004,0,0,84.004,51 a 100 Hectáreas,4.083333333,0.666666667,9.333333333
2021,21-23-0023,21,4,39.94,21.077761,87,3,36.11,-87.06003056,5,Quintana Roo,Benito Juárez,23,5,23005,Sureste,Alfredo V. Bonfíl / Sac Nicté,Quema de basureros,Basurero irregular,44326,44332,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,25.092,0,0,25.092,21 a 50 Hectáreas,2.041666667,1.715277778,6.333333333
2021,21-23-0024,21,5,24.68,21.090189,87,3,51.37,-87.06426944,5,Quintana Roo,Benito Juárez,23,5,23005,Sureste,Alfredo V. Bonfil / Sac Nicte,Quema de basureros,Basurero irregular,44332,44337,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,53.487,0,0,53.487,51 a 100 Hectáreas,0.208333333,1.645833333,5.375
2021,21-23-0025,19,19,3.29,19.317581,88,5,3.37,-88.08426944,2,Quintana Roo,Felipe Carrillo Puerto,23,2,23002,Sureste,Xhazil / La Parcela,Actividades Agrícolas,Quema para preparación de siembra,44331,44339,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,13.631,0,0,13.631,11 a 20 Hectáreas,2.833333333,0.0625,8.0625
2021,21-23-0026,20,48,21.82,20.806061,87,2,49.16,-87.04698889,8,Quintana Roo,Solidaridad,23,8,23008,Sureste,Santa Cecilia / La Villa,Quema de basureros,Basurero irregular,44324,44339,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,160.56,0,0,160.56,Mayor a 100 Hectáreas,0.979166667,0.625,15.1875
2021,21-23-0027,19,5,32.57,19.092381,87,55,38.6,-87.92738889,10,Quintana Roo,Bacalar,23,10,23010,Sureste,Zona núcleo Sian Kaan/Sian Kaan,Cazadores,Ninguna / No aplica,44326,44363,Mayor de 7 Días,Mixto,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,72.511,0,0,72.511,51 a 100 Hectáreas,0.040277778,8.834722222,37.08333333
2021,21-23-0028,21,0,41.51,21.011531,86,59,48.8,-86.99688889,5,Quintana Roo,Benito Juárez,23,5,23005,Sureste,Alfredo V. Bonfíl / Rancho San Sebastian,Quema de basureros,Basurero irregular,44318,44341,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,568.945,0,0,568.945,Mayor a 100 Hectáreas,4.083333333,0.736111111,23.29166667
2021,21-23-0029,21,1,23.12,21.023089,87,6,55.3,-87.11536111,11,Quintana Roo,Puerto Morelos,23,11,23011,Sureste,Rancho Colibrí  / Granja Porcina,Quema de basureros,Basurero irregular,44326,44342,Mayor de 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,7.1,0,0,7.1,6 a 10 Hectáreas,0.875,8.708333333,15.83333333
2021,21-23-0030,21,16,22.15,21.272819,87,3,27.32,-87.05758889,3,Quintana Roo,Isla Mujeres,23,3,23003,Sureste,Francisco May/Zona Agricola,Quema de basureros,Basurero irregular,44357,44360,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,56.671,0,0,56.671,51 a 100 Hectáreas,0.083333333,0.8125,3.333333333
2021,21-23-0031,20,0,51.08,20.014189,87,40,17.04,-87.6714,2,Quintana Roo,Felipe Carrillo Puerto,23,2,23002,Sureste,Cecilio/Sian Kaan,Actividades Agrícolas,Quema para preparación de siembra,44332,44335,4 a 7 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,1.297,0,0,1.297,0 a 5 Hectáreas,0.0625,0.75,3.125
2021,21-23-0032,19,51,32.83,19.859119,87,26,33.32,-87.44258889,9,Quintana Roo,Tulum,23,9,23009,Sureste,Rita/Sian Kaan,Quema de basureros,Basurero irregular,44335,44336,2 a 3 Días,Superficial,Vegetación de Dunas Costeras,Otros,Impacto Mínimo,0,0,0.644,0,0,0.644,0 a 5 Hectáreas,0.104166667,0.5625,1.166666667
2021,21-23-0033,20,7,13.69,20.120469,87,28,2.92,-87.46747778,9,Quintana Roo,Tulum,23,9,23009,Sureste,Camino Blanco/Sian Kaan,Quema de basureros,Basurero irregular,44348,44348,1 Día,Superficial,Manglar,Sensible,Impacto Mínimo,0,0,2.338,0,0,2.338,0 a 5 Hectáreas,0.041666667,0.0625,0.5
2021,21-23-0034,19,55,41.77,19.928269,87,26,45.38,-87.44593889,9,Quintana Roo,Tulum,23,9,23009,Sureste,Sian Kaan/Zona Costera de la Reserva de Sian Kaan ,Actividades ilícitas,Cambio de uso de suelo,44500,44500,1 Día,Superficial,Vegetación de Dunas Costeras,Otros,Impacto Mínimo,0,0,0.664,0,0,0.664,0 a 5 Hectáreas,0.027777778,0.013888889,0.5
2021,21-24-0001,22,29,38.7,22.494083,100,47,55.2,-100.7986667,51,San Luis Potosí,Villa Hidalgo,24,51,24051,Occidente,El Coro,Fogatas,Fogatas de paseantes,44200,44201,2 a 3 Días,Superficial,Matorral Desertico Micrófilo,Otros,Impacto Mínimo,0,0,0.5,1.5,0,2,0 a 5 Hectáreas,0.024305556,0.496527778,0.8125
2021,21-24-0002,22,4,11.63,22.069897,100,57,25.24,-100.9570111,28,San Luis Potosí,San Luis Potosí,24,28,24028,Occidente,Cañada de Lobo,Fogatas,Fogatas de paseantes,44201,44201,1 Día,Superficial,Matorral Desertico Micrófilo,Otros,Impacto Mínimo,0,0,1.3,4.5,0,5.8,6 a 10 Hectáreas,0.010416667,0.065972222,0.208333333
2021,21-24-0003,21,53,27.69,21.891025,100,19,20.18,-100.3222722,24,San Luis Potosí,Rioverde,24,24,24024,Occidente,Joyas de Ventura,Fumadores,Ninguna / No aplica,44247,44247,1 Día,Superficial,Bosque de Pino-Encino,Adaptado,Impacto Mínimo,0,0,0,0,1.64,1.64,0 a 5 Hectáreas,0.020833333,0.027777778,0.354166667
2021,21-24-0004,22,25,33.81,22.426058,99,23,33.82,-99.39272778,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Maguey de Oriente,Actividades Agrícolas,Quema de cañaveral,44251,44252,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,13,19.8,30.9,63.7,51 a 100 Hectáreas,0.079861111,0.024305556,1.538888889
2021,21-24-0005,22,26,31.22,22.442006,99,16,0.9,-99.26691667,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,El Estribo,Actividades Agrícolas,Quema de cañaveral,44254,44255,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,6.1,9.02,13.9,29.02,21 a 50 Hectáreas,0.020833333,0.027777778,0.836805556
2021,21-24-0006,21,47,18.5,21.788472,99,4,12.5,-99.07013889,3,San Luis Potosí,Aquismón,24,3,24003,Occidente,Paso Alto,Actividades Agrícolas,Quema para desmontar,44255,44256,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,0.2,0.25,0.75,1.2,0 a 5 Hectáreas,0.010416667,0.045138889,0.979166667
2021,21-24-0007,22,36,3.3,22.600917,99,23,8.86,-99.38579444,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,El Salto del Agua,Fumadores,Ninguna / No aplica,44260,44261,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,1.5,5.7,2.5,9.7,6 a 10 Hectáreas,0.020833333,0.027777778,0.541666667
2021,21-24-0008,21,57,30.82,21.958561,98,53,23.15,-98.88976389,40,San Luis Potosí,Tamuín,24,40,24040,Occidente,Curva El Taninul,Quema de basureros,Basurero irregular,44265,44265,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,0.5,0.3,0.34,1.14,0 a 5 Hectáreas,0.010416667,0.003472222,0.135416667
2021,21-24-0009,23,26,21.84,23.4394,100,52,8.94,-100.86915,47,San Luis Potosí,Villa de Guadalupe,24,47,24047,Occidente,El Astillero,Fogatas,Fogatas de paseantes,44270,44286,Mayor de 7 Días,Superficial,Chaparral,Adaptado,Impacto Moderado,0,0,1093,917,0,2010,Mayor a 100 Hectáreas,0.0625,0.125,16.21875
2021,21-24-0010,21,45,44.57,21.762381,99,3,56.23,-99.06561944,3,San Luis Potosí,Aquismón,24,3,24003,Occidente,San Pedro de las Anonas,Actividades Agrícolas,Quema para preparación de siembra,44272,44274,2 a 3 Días,Superficial,Selva Mediana Subperennifolia,Sensible,Impacto Mínimo,0,0,1.2,1.6,2.8,5.6,6 a 10 Hectáreas,0.010416667,0.013888889,2.222222222
2021,21-24-0011,22,35,35.05,22.593069,99,24,32.36,-99.40898889,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,El Salto del Agua,Actividades Agrícolas,Quema de cañaveral,44272,44272,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0.5,0.6,0.7,1.8,0 a 5 Hectáreas,0.010416667,0.017361111,0.458333333
2021,21-24-0012,22,22,34.2,22.376167,99,18,13.6,-99.30377778,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Minas viejas ,Actividades Agrícolas,Quema de cañaveral,44272,44273,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1.1,2.4,3.8,7.3,6 a 10 Hectáreas,0.010416667,0.017361111,0.625
2021,21-24-0013,21,43,3.93,21.717758,99,23,51.09,-99.397525,36,San Luis Potosí,Tamasopo,24,36,24036,Occidente,Las Marias ,Actividades Agrícolas,Quema de cañaveral,44272,44275,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,6.8,9.4,17.7,33.9,21 a 50 Hectáreas,0.013888889,0.013888889,3.180555556
2021,21-24-0014,22,33,53.44,22.564844,99,23,30.27,-99.39174167,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,La Concepción,Actividades Agrícolas,Quema de cañaveral,44274,44274,1 Día,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0.4,0.6,1,2,0 a 5 Hectáreas,0.010416667,0.013888889,0.75
2021,21-24-0015,22,9,54.5,22.165139,99,12,46.32,-99.21286667,13,San Luis Potosí,Ciudad Valles,24,13,24013,Occidente,La Hincada,Actividades Agrícolas,Quema de cañaveral,44274,44275,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,11.6,13.5,22.5,47.6,21 a 50 Hectáreas,0.013888889,0.017361111,1.291666667
2021,21-24-0016,22,39,30.31,22.658419,99,36,56.92,-99.61581111,10,San Luis Potosí,Ciudad del Maíz,24,10,24010,Occidente,Ollitas de las Vacas,Actividades Agrícolas,Quema para preparación de siembra,44274,44276,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,5,6.7,12.3,24,21 a 50 Hectáreas,0.010416667,0.010416667,2.1875
2021,21-24-0017,22,6,52.41,22.114558,99,16,42.04,-99.27834444,36,San Luis Potosí,Tamasopo,24,36,24036,Occidente,Damian Carmona,Actividades Agrícolas,Quema para preparación de siembra,44278,44282,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,2.5,2.8,4.8,10.1,11 a 20 Hectáreas,0.013888889,0.006944444,4.125
2021,21-24-0018,22,31,7.8,22.518833,99,23,4.35,-99.38454167,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Chupaderos,Actividades Agrícolas,Quema de cañaveral,44278,44279,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1.5,2.7,3.9,8.1,6 a 10 Hectáreas,0.006944444,0.013888889,0.958333333
2021,21-24-0019,22,34,12.5,22.570139,99,22,11.34,-99.36981667,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,El Meco,Actividades Agrícolas,Quema de cañaveral,44278,44280,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,8,12.6,19.7,40.3,21 a 50 Hectáreas,0.010416667,0.013888889,2.083333333
2021,21-24-0020,22,35,23.88,22.589967,99,23,2.16,-99.38393333,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Comisión,Actividades Agrícolas,Quema de cañaveral,44278,44279,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,2.7,3.12,5.45,11.27,11 a 20 Hectáreas,0.006944444,0.006944444,1
2021,21-24-0021,22,8,38.28,22.143967,98,58,33.93,-98.97609167,13,San Luis Potosí,Ciudad Valles,24,13,24013,Occidente,Gustavo Garmendia ,Actividades Agrícolas,Quema de cañaveral,44278,44278,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,1.9,2.46,3.42,7.78,6 a 10 Hectáreas,0.010416667,0.010416667,0.166666667
2021,21-24-0022,21,50,59.39,21.849831,99,28,58.84,-99.48301111,23,San Luis Potosí,Rayón,24,23,24023,Occidente,Vicente Guerrero,Actividades Agrícolas,Quema para desmontar,44278,44280,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,1.55,2.8,3.4,7.75,6 a 10 Hectáreas,0.010416667,0.010416667,2.25
2021,21-24-0023,23,13,19.35,23.222042,101,9,35.95,-101.1599861,15,San Luis Potosí,Charcas,24,15,24015,Occidente,Noria del Cerro Gordo,Actividades Pecuarias,Quema para pastoreo,44278,44279,2 a 3 Días,Superficial,Matorral Desertico Micrófilo,Otros,Impacto Mínimo,0,0,12.4,11.8,0,24.2,21 a 50 Hectáreas,0.013888889,0.013888889,1.041666667
2021,21-24-0024,22,29,45.73,22.496036,99,24,55.29,-99.41535833,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Abritas-Maguey,Actividades Agrícolas,Quema de cañaveral,44278,44284,4 a 7 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,22.2,30.6,47.8,100.6,Mayor a 100 Hectáreas,0.013888889,0.017361111,6.291666667
2021,21-24-0025,21,54,17.63,21.904897,99,16,35.45,-99.27651389,36,San Luis Potosí,Tamasopo,24,36,24036,Occidente,Los Cuates,Actividades Agrícolas,Quema de cañaveral,44279,44281,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,3.3,6.4,10.5,20.2,21 a 50 Hectáreas,0.010416667,0.017361111,1.75
2021,21-24-0026,22,3,11.77,22.053269,100,33,37.86,-100.5605167,55,San Luis Potosí,Zaragoza,24,55,24055,Occidente,Las Rusias,Quema de basureros,Basurero irregular,44279,44279,1 Día,Superficial,Bosque de Encino-Pino,Adaptado,Impacto Mínimo,0,0,0.6,1.1,2.3,4,0 a 5 Hectáreas,0.010416667,0.017361111,0.25
2021,21-24-0027,22,1,20.64,22.0224,99,23,4.52,-99.38458889,36,San Luis Potosí,Tamasopo,24,36,24036,Occidente,Los Naranjos,Actividades Agrícolas,Quema de cañaveral,44279,44282,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,2.6,3.4,6.5,12.5,11 a 20 Hectáreas,0.013888889,0.013888889,3.75
2021,21-24-0028,21,43,24.13,21.723369,99,55,9.95,-99.91943056,24,San Luis Potosí,Rioverde,24,24,24024,Occidente,Puerto Martínez,Actividades Agrícolas,Quema para preparación de siembra,44279,44284,4 a 7 Días,Superficial,Matorral Submontano,Otros,Impacto Mínimo,0,0,98.7,51.3,0,150,Mayor a 100 Hectáreas,0.010416667,0.017361111,5.625
2021,21-24-0029,22,34,59.3,22.583139,99,21,25,-99.35694444,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Soledad ( Las Cotorras),Actividades Agrícolas,Quema de cañaveral,44279,44284,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,18.7,33.6,50,102.3,Mayor a 100 Hectáreas,0.010416667,0.017361111,5.583333333
2021,21-24-0030,21,43,33.42,21.72595,99,23,23.53,-99.38986944,36,San Luis Potosí,Tamasopo,24,36,24036,Occidente,San Miguel ,Actividades Agrícolas,Quema para preparación de siembra,44280,44284,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,39,65,111,215,Mayor a 100 Hectáreas,0.013888889,0.013888889,4.375
2021,21-24-0031,22,23,31.78,22.392161,99,18,7.2,-99.302,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Minas viejas ,Actividades Agrícolas,Quema de cañaveral,44280,44282,2 a 3 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,2.8,3.1,4.6,10.5,11 a 20 Hectáreas,0.013888889,0.017361111,2.375
2021,21-24-0032,22,25,40.8,22.428,99,15,27.79,-99.25771944,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,El Estribo ,Actividades Agrícolas,Quema de cañaveral,44280,44284,4 a 7 Días,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,27.8,41.2,60.1,129.1,Mayor a 100 Hectáreas,0.010416667,0.017361111,4.583333333
2021,21-24-0033,21,50,46.9,21.846361,99,4,52.5,-99.08125,13,San Luis Potosí,Ciudad Valles,24,13,24013,Occidente,Chuchupe,Actividades Agrícolas,Quema de cañaveral,44281,44281,1 Día,Superficial,Selva Baja Caducifolia,Sensible,Impacto Mínimo,0,0,3.75,6.52,10.6,20.87,21 a 50 Hectáreas,0.013888889,0.017361111,0.451388889
2021,21-24-0034,23,44,12.23,23.736731,100,52,55.92,-100.8822,6,San Luis Potosí,Catorce,24,6,24006,Occidente,El Potrerito,Fogatas,Fogatas de paseantes,44285,44285,1 Día,Superficial,Chaparral,Adaptado,Impacto Mínimo,0,0,0.74,0.26,0,1,0 a 5 Hectáreas,0.013888889,0.017361111,0.208333333
2021,21-24-0035,22,39,52.72,22.664644,99,31,0.07,-99.51668611,58,San Luis Potosí,El Naranjo,24,58,24058,Occidente,Ojo de Agua ,Actividades Agrícolas,Quema de cañaveral,44285,44286,2 a 3 Días,Superficial,Bosque de Encino,Adaptado,Impacto Mínimo,0,0,0.64,0.48,0.38,1.5,0 a 5 Hectáreas,0.013888889,0.017361111,1
